method,metric,slice_agg,across_volumes_sum,across_volumes_mean,across_volumes_median,across_volumes_std
wavelet,bg_sigma,median,122.67076735651402,8.76219766832243,8.556484232053784,0.9943048884072848
wavelet,bg_sigma,global,139.90133995081115,9.992952853629367,9.914559940113424,0.6210064636882212
nlm,snr,sum,13896.624524247361,992.6160374462401,954.7562199256525,179.81704338580573
nlm,snr,mean,69.4831226212368,4.9630801872312,4.773781099628263,0.8990852169290288
nlm,snr,median,55.60001184383324,3.9714294174166596,3.9172756867830727,0.33051316890481
nlm,snr,global,48.83115419350396,3.4879395852502832,3.4901288390896554,0.21046903015348198
nlm,enl,sum,100440.60314366108,7174.328795975792,6339.464510669968,3269.723674954307
nlm,enl,mean,502.2030157183055,35.87164397987896,31.697322553349842,16.348618374771533
nlm,enl,median,222.34285101027965,15.881632215019975,15.348194734363656,2.6953752151426604
nlm,enl,global,170.94027668213533,12.210019763009667,12.181458624256463,1.4756935315169233
nlm,cnr,sum,4089.7396222062985,292.12425872902134,282.8136455771156,62.69214791436867
nlm,cnr,mean,20.44869811103149,1.4606212936451064,1.4140682278855778,0.3134607395718433
nlm,cnr,median,19.95623189467594,1.4254451353339959,1.4178419112543448,0.345255441100522
nlm,cnr,global,27.984805443631434,1.9989146745451023,2.035926156491759,0.21655000461531787
nlm,beta,sum,1017.6020263253641,72.6858590232403,74.07959915618707,12.142498931198473
nlm,beta,mean,5.088010131626821,0.36342929511620153,0.3703979957809354,0.060712494655992356
nlm,beta,median,5.54134208811668,0.39581014915119145,0.40788646041573073,0.0730464654521644
nlm,beta,global,8.47905880399297,0.6056470574280693,0.6027647941773093,0.032592973090572075
nlm,snr_bg,sum,28125.03940617805,2008.931386155575,2007.5707172750742,231.3670507004745
nlm,snr_bg,mean,140.62519703089026,10.044656930777876,10.037853586375372,1.1568352535023725
nlm,snr_bg,median,131.68119179044413,9.405799413603152,8.497930659432795,2.0155809542723624
nlm,snr_bg,global,107.50036483045473,7.678597487889624,7.619327551249523,0.2941209078568349
nlm,enl_bg,sum,133468.87082302774,9533.49077307341,7693.435198172128,3802.2077898294774
nlm,enl_bg,mean,667.3443541151388,47.66745386536706,38.46717599086064,19.011038949147387
nlm,enl_bg,median,346.31800037175265,24.737000026553762,17.758808220601615,17.386184851038795
nlm,enl_bg,global,115.27751721420238,8.234108372443027,7.944890658179353,2.0411742262580654
nlm,cnr_bg,sum,11755.756768590432,839.6969120421737,857.4524304580059,185.43731858340743
nlm,cnr_bg,mean,58.778783842952166,4.198484560210869,4.28726215229003,0.9271865929170371
nlm,cnr_bg,median,46.21142783506564,3.3008162739332603,3.4740896486251467,0.8219800918291126
nlm,cnr_bg,global,67.5711544356463,4.826511031117593,4.779113066210882,0.39911484748219933
nlm,bg_sigma,sum,21095.95014139612,1506.8535815282942,1489.537336439603,212.43218661839776
nlm,bg_sigma,mean,105.47975070698058,7.53426790764147,7.4476866821980146,1.062160933091989
nlm,bg_sigma,median,93.69769591021173,6.692692565015124,6.780105366800754,2.454667220737401
nlm,bg_sigma,global,138.83847957217878,9.917034255155627,9.922711825528172,0.7831170629636428
