stem,method,depth_axis,n_slices,threshold,snr_sum,snr_mean,snr_median,global_snr,enl_sum,enl_mean,enl_median,global_enl,cnr_sum,cnr_mean,cnr_median,global_cnr,beta_sum,beta_mean,beta_median,global_beta,snr_bg_sum,snr_bg_mean,snr_bg_median,global_snr_bg,enl_bg_sum,enl_bg_mean,enl_bg_median,global_enl_bg,cnr_bg_sum,cnr_bg_mean,cnr_bg_median,global_cnr_bg,bg_sigma_sum,bg_sigma_mean,bg_sigma_median,global_bg_sigma
2615,tv,1,200,61.0,1152.0549977055775,5.760274988527888,4.180895634300441,3.5870221194867025,14808.075852213931,74.04037926106966,17.47989616134722,12.866727685686875,339.4427251786201,1.6972136258931005,1.6677775760283389,2.1005968081975386,80.58963708915158,0.4029481854457579,0.44085096168512905,0.5896932826282435,2157.8042606085855,10.789021303042928,8.708730439236245,7.532204740921039,9952.479214820003,49.76239607410002,15.261776779722567,7.004637690065936,1015.2868915132375,5.0764344575661875,3.9050855138111475,4.885577133934001,1647.2867101772,8.236433550886,7.462861832039831,11.24490670891478
2615,wavelet,1,200,61.0,1138.7291308342637,5.693645654171319,4.163639817633367,3.658560625692093,9611.564426932544,48.05782213466272,17.33591648029595,13.385065851864518,502.51661165032016,2.5125830582516007,2.4189600540963223,2.318214156974817,163.36911328362865,0.8168455664181432,0.8502337382269294,0.9335346580771399,1627.3441287745784,8.136720643872891,7.793520796273814,8.173124356301237,1829.0700647787198,9.145350323893599,8.983574929715685,6.245582869427715,1028.135490780061,5.140677453900305,4.810239332862423,5.674007938559216,2011.114277305178,10.055571386525889,10.107896205895717,11.295914812470329
2615,nlm,1,200,61.0,1024.4139016878673,5.122069508439337,4.007497024354971,3.44365754948842,9415.195381160698,47.07597690580349,16.060117764316487,11.85877731814859,332.21900974953616,1.6610950487476808,1.6514460163600293,2.0473490393601814,79.91724811015021,0.39958624055075104,0.44283568141252916,0.6001131399576067,2021.264820911317,10.106324104556585,8.673661298860225,7.617367728774724,7125.391277655522,35.626956388277605,14.91754725344624,7.008463416867443,994.4361537632199,4.9721807688160995,3.8536618737351933,4.970017465423189,1683.7318357253826,8.418659178626912,7.539549606624856,11.176476181266752
2683,original,1,200,52.0,1664.0780569315202,8.3203902846576,5.241527101742003,3.65158159079316,19591.743511109267,97.95871755554634,27.48689808193112,13.334048114219504,501.6376632169246,2.508188316084623,2.2668096976741534,2.1569885220194784,200.0,1.0,1.0,1.0,1258.5160118854324,6.292580059427162,6.27764188084627,7.054334887545789,1330.2336275556302,6.651168137778151,6.540517784230847,5.5798325184300674,746.1190081063993,3.7305950405319965,3.5620224171656902,4.692167975909342,2146.04553850219,10.730227692510951,10.755006703366085,11.192451460456967
2683,gaussian,1,200,52.0,1200.2658121566928,6.001329060783465,4.639530746028441,3.3536109938454426,9674.120287974381,48.370601439871905,21.525269157166136,11.246706698041017,209.33100993704318,1.0466550496852158,0.9281764390924083,1.7627327360893266,50.36048768709615,0.2518024384354808,0.22532618728972836,0.5042794714269465,1786.8872784598666,8.934436392299332,10.209127161910844,7.06407362072884,9971.899836721059,49.859499183605294,32.5913587071809,8.725291055638158,501.1208695430058,2.505604347715029,1.775642782989419,4.110213255776198,1296.10928739267,6.48054643696335,4.656211635275895,9.545423927756243
2683,median,1,200,52.0,751.4430926846255,3.757215463423128,3.9239429338098244,3.048052187178369,3054.6819347545106,15.273409673772553,15.397343106395043,9.290622135762838,173.02793096978516,0.8651396548489259,0.8795988067406828,1.6736863681874488,45.56473637893514,0.2278236818946757,0.20070145114096402,0.5078328644080013,1239.4718426291163,6.197359213145582,5.846142267282827,6.8483144502398385,3716.540773669795,18.582703868348975,17.658988967846227,7.4652337033375655,406.72348032476924,2.033617401623846,1.721463807467424,4.1160564640061885,1636.0938233108925,8.180469116554463,6.336776690817087,10.23745275213786
2683,bilateral,1,200,52.0,1557.8335611227521,7.7891678056137605,4.878812728180021,3.415419056240412,18906.049731767842,94.53024865883921,23.802978762404983,11.665087329730145,310.6548795820816,1.553274397910408,1.5064754206226736,1.96862114534343,130.81798136742128,0.6540899068371064,0.6411663200052831,0.8656703698680677,1903.351846459544,9.516759232297721,9.751581211520794,8.542543943918105,7622.493698747718,38.11246849373859,32.71492908678882,10.495853912589242,721.6364189950968,3.608182094975484,2.985647693441736,5.3028134130576685,1082.9805230868296,5.414902615434148,4.113515750580046,8.058445822321442
2683,tv,1,200,52.0,1567.7098387787405,7.838549193893702,4.805697581808481,3.3619574866585897,20203.10824379369,101.01554121896845,23.094737156937086,11.30275814209974,193.92617252697255,0.9696308626348628,0.897412468652558,1.7784408010438302,57.62558539219176,0.2881279269609588,0.2882748367458674,0.5958243870804605,2383.2026391630534,11.916013195815268,12.237015436437147,7.447449951922075,23994.33667953949,119.97168339769745,46.363157092248954,9.765685420232215,536.0274739969711,2.680137369984856,1.7848295778148935,4.322440284699875,1116.7326052441058,5.583663026220529,3.8380643936799403,9.035169473597186
2683,wavelet,1,200,52.0,1134.1886825081729,5.670943412540864,4.3009905331726,3.4270474635756147,7694.587883077311,38.472939415386556,18.498728906911396,11.744654317600055,395.71688904043424,1.9785844452021712,1.9909560893180707,2.0380159937817295,141.57537413621873,0.7078768706810936,0.7151738936005351,0.9022071288127677,1406.5016757190654,7.032508378595327,6.833916743022834,8.109757814756062,2344.0641407261664,11.720320703630833,11.869234324312778,8.26024294211344,726.7646751665709,3.6338233758328546,3.1875184848751257,5.2356939772407145,1671.1553867722048,8.355776933861025,7.702208770605414,9.264150363405433
2683,nlm,1,200,52.0,1315.7761437498025,6.578880718749012,4.637426539524115,3.2599556512769863,12730.173515605933,63.65086757802967,21.507212013498794,10.62731084829276,193.14147334083088,0.9657073667041545,0.9070371325855783,1.7465198057383409,56.43576275046263,0.28217881375231313,0.27601685743676474,0.6063760227605368,2041.3753775221662,10.20687688761083,11.287158795479076,7.476148598095346,14917.519952655288,74.58759976327644,39.781227375889536,9.65085577365572,518.0046011483769,2.5900230057418843,1.768029916997958,4.3695659461036565,1191.719930022481,5.958599650112405,4.136220825383113,9.040846800112247
2760,original,1,200,59.0,2054.461291388966,10.272306456944829,6.211891601470966,3.8834206433351315,33288.553820276604,166.44276910138302,38.58787204957359,15.080955893081446,574.9047112767848,2.874523556383924,2.8729605652446493,2.436890191375496,200.0,1.0,1.0,1.0,1344.5105157124337,6.722552578562169,6.613132017864514,7.628946576107905,1270.9334162794707,6.354667081397354,6.316670338743121,5.09472740683878,843.5513826745432,4.217756913372716,3.9110300214098963,5.371796291603398,2293.0069224658882,11.465034612329442,11.043283157509515,12.06787788935442
2760,gaussian,1,200,59.0,1243.8749104841002,6.219374552420501,4.61478053882819,3.8946467578394,10571.572207741741,52.857861038708705,21.296508104953382,15.168273368348949,262.12575757118105,1.3106287878559053,1.1999659787845176,2.25672994537181,47.80318189707952,0.23901590948539758,0.23777266535318148,0.5625871114980634,2064.261713990807,10.321308569954034,11.224440903016085,7.57308136446911,10681.890221311736,53.409451106558684,51.723902674974184,6.962305424183372,740.2061652681052,3.701030826340526,2.1408689019949043,4.934463274600216,1425.1066432055638,7.1255332160278195,3.587521720489215,10.836911456717441
2760,median,1,200,59.0,779.7807716116456,3.898903858058228,3.9432438310754656,3.562574515494453,3292.128711254588,16.460643556272938,15.549215954849572,12.691937178450537,216.904358042404,1.0845217902120199,1.1412900003346167,2.1472296681199703,41.554965208378505,0.2077748260418925,0.1956293383893528,0.5459399747924601,1406.4797259606894,7.032398629803447,5.883920208370058,7.492579879567493,3821.242188883775,19.106210944418873,22.328062757508967,6.2109112720152355,568.1181033816357,2.8405905169081787,2.1689281667229805,5.000409886967623,1764.5294042483217,8.82264702124161,5.4472049522561345,11.37817105910967
2760,bilateral,1,200,59.0,1696.8188463978563,8.484094231989282,5.026315259741988,4.033996658638853,23098.19714928051,115.49098574640254,25.263912395123686,16.27312904190943,383.9499681760352,1.919749840880176,1.776574256023137,2.5237442751173718,129.4245381785578,0.6471226908927891,0.6320631166525884,0.883711386645838,2106.941449443705,10.534707247218526,9.974268359434667,9.251094496410069,7631.241082136795,38.156205410683974,41.87674990455699,8.62667059950227,934.5580263294569,4.672790131647284,3.2007952008081118,6.313975057316338,1202.5244507254279,6.012622253627139,3.6761319535226242,9.017494951222966
2760,tv,1,200,59.0,1594.6597275365787,7.973298637682893,4.718720454001445,3.965615771093508,21000.685309626973,105.00342654813487,22.266363573945057,15.726108443945556,251.39489376364455,1.2569744688182227,1.1945358981434433,2.3144968720424117,53.263805907529544,0.26631902953764774,0.27764872158715886,0.6344972779283157,2812.9063447170615,14.064531723585308,15.636422151318998,7.958944765104918,25283.318310586823,126.41659155293411,82.0633080357634,7.667917029766775,896.2906971360889,4.481453485680444,2.279335009310151,5.189844364294797,1234.6697836342628,6.173348918171314,2.8347767312905905,10.324275793328079
2760,wavelet,1,200,59.0,1289.5930475597818,6.4479652377989085,4.7464209125552586,3.8335319456237666,10358.757987791016,51.79378993895508,22.528516667252475,14.695967178117941,481.56598605226804,2.4078299302613404,2.408997189475271,2.4427334969394923,139.7565323199998,0.6987826615999989,0.6691721527232022,0.9209685293704752,1540.8955056134223,7.704477528067112,7.13058311492204,8.797136375522108,2224.557752145007,11.122788760725035,11.270055723332657,7.195642400280765,879.5762270998816,4.397881135499408,3.6677843744580505,6.114666916184171,1799.9201650747384,8.999600825373692,7.675336053043007,10.141838125597015
2760,nlm,1,200,59.0,1357.556202762864,6.787781013814319,4.584057355149932,3.797635583497362,13821.308000928617,69.10654000464308,21.013739186414718,14.42203602504535,248.18837055778843,1.2409418527889422,1.1971483460091088,2.2528810175438694,52.4107400820349,0.2620537004101745,0.26963753287910563,0.6425252988523315,2424.3229750226146,12.121614875113073,13.674608364468266,8.046398132560393,16159.437820466988,80.79718910233494,65.45656481949136,7.66224740512088,836.1092260560204,4.180546130280102,2.2873316870622835,5.278321651478109,1305.649679775123,6.528248398875616,3.1508939306019967,10.272671786905057
